Id,Price
725,151294.04609310636
15856,209450.01479955073
5480,278146.711117962
15664,382299.88149606605
14275,147072.54324361673
7633,223471.88914566854
13329,167537.71546785405
5502,228416.65457994994
4220,295163.82455824845
11538,186355.7602203483
15975,261272.5768103087
3310,206573.80035826878
9286,157961.9603092252
11260,206326.63418293532
5214,104618.51378956529
11307,188957.9624497308
13543,395627.2687693627
615,182192.7170098811
3495,189980.3288322417
2321,223654.79621300942
12046,208677.6030181867
16688,150833.11346361335
12694,210038.1076909502
783,130978.2480425308
8968,155358.08659610047
13454,173543.19244287745
12190,263524.86886329204
11160,115329.47371587693
10291,198384.12351880223
891,324637.32014545304
2982,180507.3266058725
3818,271661.0404496302
2449,203480.44664419425
8317,158986.45952999705
4922,190933.99542885946
1257,245915.7737469459
9348,203404.91028982203
4176,172297.7226726892
10704,156795.62777930868
6624,122885.82346874573
5428,187341.53819939503
12749,170203.7901213792
8994,203314.0114162387
11513,133262.03919027484
3047,195334.47332883804
9519,204149.3308510009
12309,249556.98492090649
14081,289973.06947354367
8334,269506.2051234368
6343,185235.3218341097
14788,130633.14295125121
15748,449603.22397782415
153,234782.2503559109
14149,171585.73125988198
269,185571.3114409166
5452,130669.92022183818
721,164665.25797060374
5079,350586.97704392584
2831,129964.32783191165
10614,113667.02312657496
10131,319140.6121609174
9996,314676.5481063204
3061,184869.95442149157
11733,324430.851592705
3726,291754.2994669552
10929,224773.90736856262
9011,179640.3362145139
16182,293004.55564565194
4976,170828.60398552386
9897,244477.211568046
1872,136292.38149032005
9205,354143.0915003144
5403,422295.50635554956
14074,209018.40310088702
6268,154892.31406665343
14232,157198.76384893805
8532,228960.85785043892
7034,345681.7542364568
6553,350261.436229695
3133,178118.0765826359
8596,212100.87209445448
12389,246854.2376587964
14462,180611.55494132303
8860,287538.2957403565
8377,275463.4403268832
6367,335311.61147171905
6917,225310.2438569131
4216,216606.5265900894
5806,167064.66442465264
5438,187863.97469818516
6632,209198.4878027854
2650,147380.14850161396
5396,188443.56632519403
4044,146765.74913381826
1345,252590.8518889323
856,168771.8126711803
12791,286068.1600531145
12499,213174.2726847006
12249,129617.96578578821
14641,144646.6722613979
1919,179868.6551146636
7848,199756.02657454595
10749,190335.23835890912
15554,188666.49574727597
15834,192065.9635065841
1355,173533.9689880533
15451,176732.6448957734
12401,193591.11278054677
10290,170032.68469280002
9462,119965.23602478637
3103,231910.65527374414
3420,137219.18055924724
12262,241465.8475376918
5032,147814.45684236116
8949,345851.41922971286
15567,222611.69753425292
16389,179963.5388468389
7809,83673.31544273428
8990,146520.99875636306
16089,263721.490543969
12743,105973.0764195796
5132,124359.86443418186
1619,255728.12331761033
2428,83301.3041972156
16741,155460.44232183456
13193,220649.01259945938
12588,504565.3199932626
5067,170377.54445463262
14685,126977.31308624662
2292,181533.4944521225
5746,129165.73769867654
12578,167954.15214788023
14834,182360.53383359
2147,177180.16145470628
8222,134747.67579748595
10419,242981.37884790136
11492,242811.48900929533
3006,226053.57897332852
8761,188667.37732664138
15371,421744.717604637
16367,160289.51675887316
6317,244601.10318987066
10878,270308.64001697936
3895,152634.29685060366
8041,236729.80822577994
13428,466150.83388762735
14669,129568.81693668255
1006,161023.85418701745
12271,179982.20655611824
3764,427005.8893104156
7675,206139.2869492192
11709,282325.2443362673
8629,143691.3954799168
1105,262532.0649117869
6096,183149.57222468004
11727,211742.2611989515
5157,168496.6421750505
3679,136423.35378827204
1755,143550.74972215586
7391,194434.80102554001
7425,107040.33990103041
6882,391999.8821284348
10752,367276.16343698197
7472,232414.17323739224
14320,95774.87314835787
9596,175079.083758678
5317,231981.30602607506
7378,89330.01316014248
16154,171861.63670569827
3464,195892.67223547798
4197,261058.4179025713
9477,113823.53736053122
12705,179620.1434768167
16426,209584.32350169722
1481,66111.67152105585
9946,251388.63744781804
12025,237086.36173079762
5341,231069.41505621452
9923,299358.66659094486
7953,199229.0857863671
11066,273962.7341045326
5037,163607.97880338147
2509,184640.98479002243
4937,340610.7225557589
12089,396119.9895392871
4964,154718.28844671263
16500,272506.62607028085
4625,139763.50054470377
2363,384846.9972195611
8148,205181.0397121803
3804,192505.74223022096
4584,148433.9093705271
10694,122301.28733843207
2691,150162.2269305943
2983,232117.62676525107
13563,358581.7431797696
10747,218184.33537642608
1721,207952.72612404198
2789,275553.9343481282
7214,248957.553983881
8659,219042.2313250947
5107,308423.8754724124
3843,226733.10500564837
14610,365362.67497462506
15505,157205.25346413
5060,247871.3825187449
16055,239887.08046653864
14963,211817.31171669983
4118,150783.26451574184
1672,201078.7446088055
3209,180353.29439217
16515,161119.065817852
973,174086.08601536613
12529,192054.99769686142
5896,129746.32504077633
5450,346342.6682426957
3249,178198.4402648799
8911,171191.7023882869
5898,208401.07527236568
1024,199028.13639084538
4766,224577.22532364877
15804,188353.43370400427
14303,229264.71244008272
10707,179936.27065582562
6605,210554.79980184534
1138,354840.175597515
14088,441058.31494829745
9154,176881.21463186227
8190,203586.1295796164
398,274803.48276775185
13302,243194.2908755409
9696,154397.81184725135
16786,119538.87947455702
16230,184448.20460525271
6552,184799.84156592807
923,226037.04589477708
9602,317449.0003253026
5857,266367.2231103446
8120,166689.7853332353
7134,181895.38939600452
11726,177361.77097994366
8069,125325.74755440967
12420,170432.03401450146
8604,169797.85482863517
4854,320887.6246091776
12212,189093.10893961554
12099,380475.0920211466
3882,442226.00179337076
6995,347058.3405960829
10172,223571.7259552472
11672,337065.2652202777
12897,274812.2492887761
16097,171104.1918474484
6779,276615.01349601016
11199,203309.4071340249
10816,426360.4796719763
143,445407.03123438795
5399,271468.242710117
3286,155431.91553818266
13706,180960.18182999475
1935,405827.98170192697
16000,169113.81257168346
2860,228046.57798993445
11407,187663.98852042566
16378,283096.5318315647
12278,176053.2331554445
3842,187074.77238375825
2692,349728.5061102211
7699,192995.3756777346
6825,308286.30522685434
7268,336792.0097641152
1477,405623.87342179945
9887,171751.50304972567
9436,187374.31529904576
3179,216380.8134822527
1350,468800.4447373045
10643,188781.87930411502
5793,269945.1729546164
11494,375107.55919893755
4206,214015.32758595463
12419,221770.68834296466
8530,232653.9211308299
5985,147834.766256087
8908,195280.00617692628
256,123566.6864511926
7234,191100.3623141359
5648,211123.27578527626
3014,227370.92117624477
2184,198271.66810680876
9189,251632.97513235454
14884,184933.2298463165
10333,164668.8059844864
15896,128941.77853204514
13269,137775.10208520983
8603,231811.95893805867
15087,178315.05561720955
4344,193678.83597889252
7981,76659.4772433994
10908,213777.77604788024
6190,161340.72456017212
11742,216687.42229362062
9224,139559.992586048
14667,196210.11222386046
458,198529.2264593657
2464,340821.76879366685
12320,241244.10721062205
278,188793.63903908417
2912,223571.5315731433
6698,203748.33189650622
4510,114163.36936829874
4183,188060.30973635954
5551,270572.75148617005
12187,166642.5039444682
7948,225390.71834584005
10808,188031.34344693422
12432,172585.96413966359
5356,177157.80656290974
8984,546772.2472597011
9203,188215.7355125524
15412,83481.03580957456
12041,117051.57246630924
7644,260488.6069780604
7071,203820.75256155923
10685,178245.02578264763
6763,206446.74099051216
940,135111.2234582327
14959,206023.97312646304
1338,169904.83070376737
5351,123932.42622077304
6524,203671.67829302495
12516,160185.2998504362
3288,279036.66616212885
3146,239298.63785046118
3954,187131.76088663054
11955,167459.52119711734
1211,228197.6629414255
15668,187234.23607811192
1320,83241.46325998599
9108,151900.81382846332
16482,232917.47604837647
5017,126052.20427556707
8290,226251.5877712826
4304,376983.3332038575
1930,173934.9742250335
12530,166355.17385592803
11295,361743.08197671187
3002,156710.74245760957
15483,161819.15141313773
11525,195697.19083660157
13978,121038.35470398256
4885,129016.97962167014
8325,175910.57188895583
3630,128922.53440363168
